WKT,PERIMETER,LEVEL4,LEVEL2,LEVEL1,LEVEL3,XCentroid,YCentroid
"POINT (98251.525198699994 515724.53123399999)",2664.14954614000,01.008.008400.7,01.008,01,01.008.008400,98251.52519869999,515724.53123399999
"POINT (101523.440086 517947.197057)",4826.48337968000,01.008.008500.1,01.008,01,01.008.008500,101523.44008600000,517947.19705700001
"POINT (102157.443404 518022.696911)",4324.98413864000,01.008.008500.2,01.008,01,01.008.008500,102157.44340400001,518022.69691100001
"POINT (102539.48418 517807.334855)",4140.67302142000,01.008.008500.3,01.008,01,01.008.008500,102539.48418000000,517807.33485500002
"POINT (100812.062873 516345.478866)",4168.10132697000,01.008.008500.4,01.008,01,01.008.008500,100812.06287300000,516345.47886600002
"POINT (101419.642185 516222.14244099997)",5081.80239541000,01.008.008500.5,01.008,01,01.008.008500,101419.64218500000,516222.14244099997
"POINT (101740.319575 516741.942456)",2324.12341579000,01.008.008500.6,01.008,01,01.008.008500,101740.31957500000,516741.94245600002
"POINT (102309.812103 516299.290715)",4887.54251982000,01.008.008500.7,01.008,01,01.008.008500,102309.81210300000,516299.29071500001
"POINT (101054.603403 514652.17993699998)",4922.03194360000,01.008.008500.8,01.008,01,01.008.008500,101054.60340300000,514652.17993699998
"POINT (105671.374417 519535.07396)",6120.93756815000,01.008.008600.1,01.008,01,01.008.008600,105671.37441700000,519535.07396000001
"POINT (104652.063866 519265.992113)",3696.57428194000,01.008.008600.2,01.008,01,01.008.008600,104652.06386600000,519265.99211300001
"POINT (103581.90898399999 517718.09138499998)",6098.90781637000,01.008.008600.3,01.008,01,01.008.008600,103581.90898399999,517718.09138499998
"POINT (103820.097192 518308.49119099998)",3919.89617892000,01.008.008600.4,01.008,01,01.008.008600,103820.09719200000,518308.49119099998
"POINT (105023.165465 518133.492871)",6091.37020158000,01.008.008600.5,01.008,01,01.008.008600,105023.16546500000,518133.49287100002
"POINT (103009.541459 517618.00403499999)",4574.50832424000,01.008.008600.6,01.008,01,01.008.008600,103009.54145900000,517618.00403499999
"POINT (107993.603961 518220.85801899998)",5051.68555459000,01.008.008700.1,01.008,01,01.008.008700,107993.60396100000,518220.85801899998
"POINT (107057.687793 517866.290043)",5316.59587258000,01.008.008700.2,01.008,01,01.008.008700,107057.68779300000,517866.29004300002
"POINT (106053.44967 518376.55619099998)",4263.36686250000,01.008.008700.3,01.008,01,01.008.008700,106053.44967000000,518376.55619099998
"POINT (106255.80889499999 517538.391107)",4537.56481894000,01.008.008700.4,01.008,01,01.008.008700,106255.80889499999,517538.39110700000
"POINT (107950.69885299999 517050.246738)",4423.47344534000,01.008.008700.5,01.008,01,01.008.008700,107950.69885299999,517050.24673800002
"POINT (106405.427167 516431.955329)",5087.40151411000,01.008.008700.6,01.008,01,01.008.008700,106405.42716700000,516431.95532900002
"POINT (107755.571278 516307.541808)",3684.42674817000,01.008.008700.7,01.008,01,01.008.008700,107755.57127800000,516307.54180800001
"POINT (107826.522111 515474.72452599998)",4101.08002117000,01.008.008700.8,01.008,01,01.008.008700,107826.52211100000,515474.72452599998
"POINT (105086.473111 517092.13160199998)",5648.66168879000,01.008.008800.1,01.008,01,01.008.008800,105086.47311100000,517092.13160199998
"POINT (103910.538061 516607.528126)",3662.83578780000,01.008.008800.2,01.008,01,01.008.008800,103910.53806100000,516607.52812600002
"POINT (103120.44480899999 516724.21962699998)",3066.25385844000,01.008.008800.3,01.008,01,01.008.008800,103120.44480899999,516724.21962699998
"POINT (104694.70798 516585.01927599998)",3633.10472816000,01.008.008800.4,01.008,01,01.008.008800,104694.70798000001,516585.01927599998
"POINT (104757.199029 515823.719029)",3494.92262552000,01.008.008800.5,01.008,01,01.008.008800,104757.19902900000,515823.71902900003
"POINT (105431.196305 515758.544255)",2654.93032054000,01.008.008800.6,01.008,01,01.008.008800,105431.19630500000,515758.54425500002
"POINT (103111.170989 515914.818127)",3394.37167414000,01.008.008900.1,01.008,01,01.008.008900,103111.17098900001,515914.81812700001
"POINT (103936.48934 515794.210037)",2916.19967237000,01.008.008900.2,01.008,01,01.008.008900,103936.48934000000,515794.21003700001
"POINT (101647.113557 514648.96456599998)",4582.87264197000,01.008.008900.3,01.008,01,01.008.008900,101647.11355700000,514648.96456599998
"POINT (102283.929654 514675.715693)",4854.43210526000,01.008.008900.4,01.008,01,01.008.008900,102283.92965400001,514675.71569300001
"POINT (103094.61601699999 514664.43361499999)",4844.91664112000,01.008.008900.5,01.008,01,01.008.008900,103094.61601699999,514664.43361499999
"POINT (103668.777928 514691.458614)",4384.06639920000,01.008.008900.6,01.008,01,01.008.008900,103668.77792800000,514691.45861400000
"POINT (104052.122794 514641.790035)",4330.66347712000,01.008.008900.7,01.008,01,01.008.008900,104052.12279400000,514641.79003500001
"POINT (106481.19034099999 515006.373167)",7249.86480890000,01.008.009000.1,01.008,01,01.008.009000,106481.19034099999,515006.37316700001
"POINT (104698.25137 515098.45227499999)",3046.05170668000,01.008.009000.2,01.008,01,01.008.009000,104698.25137000000,515098.45227499999
"POINT (105451.08066399999 514617.12488)",4551.40717377000,01.008.009000.3,01.008,01,01.008.009000,105451.08066399999,514617.12488000002
"POINT (107719.895829 514485.559847)",4554.53105277000,01.008.009000.4,01.008,01,01.008.009000,107719.89582900000,514485.55984700000
"POINT (104697.325244 514298.25862799998)",3502.99078974000,01.008.009000.5,01.008,01,01.008.009000,104697.32524400001,514298.25862799998
"POINT (106950.35491 513222.591543)",4047.65161462000,01.008.009000.6,01.008,01,01.008.009000,106950.35490999999,513222.59154300002
"POINT (107739.608494 513676.162193)",3450.99177971000,01.008.009000.7,01.008,01,01.008.009000,107739.60849400000,513676.16219300003
"POINT (106584.817485 512607.79405899998)",8243.21267789000,01.008.009000.8,01.008,01,01.008.009000,106584.81748500001,512607.79405899998
"POINT (99521.126877600007 512348.972675)",8812.04580683000,01.008.009100.1,01.008,01,01.008.009100,99521.12687760001,512348.97267500003
"POINT (100527.598576 512737.652986)",5214.64544826000,01.008.009100.2,01.008,01,01.008.009100,100527.59857600000,512737.65298600000
"POINT (98982.083864600005 512789.98823299998)",3214.26156847000,01.008.009100.3,01.008,01,01.008.009100,98982.08386460001,512789.98823299998
"POINT (96422.179690300007 510723.215152)",14581.56945400000,01.008.009100.4,01.008,01,01.008.009100,96422.17969030001,510723.21515200002
"POINT (99588.025974400007 510979.724631)",4281.09424536000,01.008.009100.5,01.008,01,01.008.009100,99588.02597440001,510979.72463100002
"POINT (96220.535432699995 507735.72272)",19808.26359150000,01.008.009100.6,01.008,01,01.008.009100,96220.53543270000,507735.72272000002
"POINT (99222.718407099994 510146.684534)",6805.27972102000,01.008.009100.7,01.008,01,01.008.009100,99222.71840709999,510146.68453400000
"POINT (101102.235957 513241.176309)",4843.31077946000,01.008.009200.1,01.008,01,01.008.009200,101102.23595700000,513241.17630900000
"POINT (101589.982408 512872.742236)",4531.17802236000,01.008.009200.2,01.008,01,01.008.009200,101589.98240800000,512872.74223600002
"POINT (102251.030144 513197.945159)",4357.69627588000,01.008.009200.3,01.008,01,01.008.009200,102251.03014400000,513197.94515900000
"POINT (103386.579563 513392.488369)",5088.74339794000,01.008.009200.4,01.008,01,01.008.009200,103386.57956300001,513392.48836900003
"POINT (102062.518511 511600.776274)",6416.99901547000,01.008.009200.5,01.008,01,01.008.009200,102062.51851100000,511600.77627400000
"POINT (100817.79947 511294.533394)",5752.25973299000,01.008.009200.6,01.008,01,01.008.009200,100817.79947000000,511294.53339400003
"POINT (101017.84883 509874.754269)",6390.27618564000,01.008.009200.7,01.008,01,01.008.009200,101017.84883000000,509874.75426900003
"POINT (99471.755886800005 509479.19782)",4817.53353846000,01.008.009200.8,01.008,01,01.008.009200,99471.75588680001,509479.19782000000
"POINT (104674.88031399999 512884.827407)",5584.27361724000,01.008.009300.1,01.008,01,01.008.009300,104674.88031399999,512884.82740700000
"POINT (103862.494422 511850.86024499999)",6695.84523998000,01.008.009300.2,01.008,01,01.008.009300,103862.49442200000,511850.86024499999
"POINT (103055.917195 511767.707011)",6010.51029535000,01.008.009300.3,01.008,01,01.008.009300,103055.91719500000,511767.70701100002
"POINT (104647.878282 511282.51836599997)",4336.25071497000,01.008.009300.4,01.008,01,01.008.009300,104647.87828200001,511282.51836599997
"POINT (103044.363961 509690.780596)",5700.87645036000,01.008.009300.5,01.008,01,01.008.009300,103044.36396100000,509690.78059600003
"POINT (102227.203547 509671.224631)",5643.22416610000,01.008.009300.6,01.008,01,01.008.009300,102227.20354700000,509671.22463100002
"POINT (103860.291943 509638.903279)",5564.73379210000,01.008.009300.7,01.008,01,01.008.009300,103860.29194300000,509638.90327900002
"POINT (104665.835033 509624.486051)",5540.23780503000,01.008.009300.8,01.008,01,01.008.009300,104665.83503300000,509624.48605100001
"POINT (100534.977225 507452.340433)",14512.21617130000,01.008.009400.1,01.008,01,01.008.009400,100534.97722500000,507452.34043300000
"POINT (103004.869102 507658.606991)",5634.21470079000,01.008.009400.2,01.008,01,01.008.009400,103004.86910200000,507658.60699100001
"POINT (103682.580268 507197.919751)",8860.20923262000,01.008.009400.3,01.008,01,01.008.009400,103682.58026800001,507197.91975100001
"POINT (104606.890078 507397.972874)",6792.09718776000,01.008.009400.4,01.008,01,01.008.009400,104606.89007800000,507397.97287400003
"POINT (103737.393125 505106.52523899998)",5897.33788189000,01.008.009400.5,01.008,01,01.008.009400,103737.39312500000,505106.52523899998
"POINT (102922.97707199999 505236.66578699998)",5736.58485665000,01.008.009400.6,01.008,01,01.008.009400,102922.97707199999,505236.66578699998
"POINT (100501.174321 505058.468967)",7314.30307337000,01.008.009400.7,01.008,01,01.008.009400,100501.17432100000,505058.46896700002
"POINT (102001.54654 505060.594974)",5333.85788944000,01.008.009400.8,01.008,01,01.008.009400,102001.54654000000,505060.59497400001
"POINT (100576.75353099999 503024.113269)",9472.28123115000,01.008.009400.9,01.008,01,01.008.009400,100576.75353099999,503024.11326900002
"POINT (102061.90155 503120.03093299997)",6829.34165683000,01.008.009401.1,01.008,01,01.008.009400,102061.90155000000,503120.03093299997
"POINT (103179.11569 503242.460299)",6587.95327639000,01.008.009401.2,01.008,01,01.008.009400,103179.11569000001,503242.46029900003
"POINT (103690.67869099999 503766.77823)",3494.59175825000,01.008.009401.3,01.008,01,01.008.009400,103690.67869099999,503766.77823000000
"POINT (103303.157598 502204.794379)",4787.96199992000,01.008.009401.4,01.008,01,01.008.009400,103303.15759800001,502204.79437900003
"POINT (105976.61269 512483.103247)",6193.63092988000,01.008.009500.1,01.008,01,01.008.009500,105976.61268999999,512483.10324700002
"POINT (105433.492933 512370.725026)",6299.16450787000,01.008.009500.2,01.008,01,01.008.009500,105433.49293300000,512370.72502600000
"POINT (107215.003927 510495.95580599998)",8375.54984052000,01.008.009500.3,01.008,01,01.008.009500,107215.00392700000,510495.95580599998
"POINT (105603.420574 511042.527522)",3914.73364212000,01.008.009500.4,01.008,01,01.008.009500,105603.42057400000,511042.52752200002
"POINT (105775.992818 509240.50153499999)",8411.25549389000,01.008.009500.5,01.008,01,01.008.009500,105775.99281800000,509240.50153499999
"POINT (107313.135009 508069.30845399998)",12465.54925370000,01.008.009500.6,01.008,01,01.008.009500,107313.13500900001,508069.30845399998
"POINT (105679.658902 507239.78876899998)",8545.78905863000,01.008.009500.7,01.008,01,01.008.009500,105679.65890200000,507239.78876899998
"POINT (104559.72609 505180.19599799998)",5675.44979998000,01.008.009500.8,01.008,01,01.008.009500,104559.72609000000,505180.19599799998
"POINT (105360.76414299999 505131.685422)",5685.83314772000,01.008.009500.9,01.008,01,01.008.009500,105360.76414299999,505131.68542200001
"POINT (108747.106747 515643.85334799998)",3905.75640618000,01.008.009600.1,01.008,01,01.008.009600,108747.10674700000,515643.85334799998
"POINT (109410.226513 515723.194434)",3854.93943481000,01.008.009600.2,01.008,01,01.008.009600,109410.22651300000,515723.19443400000
"POINT (110169.678943 515633.891398)",3164.63906211000,01.008.009600.3,01.008,01,01.008.009600,110169.67894300001,515633.89139800001
"POINT (109732.563371 515393.236386)",2518.86718276000,01.008.009600.4,01.008,01,01.008.009600,109732.56337100000,515393.23638600000
"POINT (110132.775244 514694.25233599998)",2875.73762530000,01.008.009600.5,01.008,01,01.008.009600,110132.77524400000,514694.25233599998
"POINT (108707.105622 514718.129513)",2735.34404473000,01.008.009600.6,01.008,01,01.008.009600,108707.10562200000,514718.12951300002
"POINT (109486.269679 514689.666669)",3091.95216143000,01.008.009600.7,01.008,01,01.008.009600,109486.26967900000,514689.66666900000
"POINT (108626.879518 514117.39829699998)",2432.17421704000,01.008.009600.8,01.008,01,01.008.009600,108626.87951800000,514117.39829699998
"POINT (109394.08692 514057.591046)",3266.90734460000,01.008.009600.9,01.008,01,01.008.009600,109394.08692000000,514057.59104600002
"POINT (114268.16895399999 517654.70219699998)",9170.21211783000,01.008.009700.1,01.008,01,01.008.009700,114268.16895399999,517654.70219699998
"POINT (115173.587743 515837.31517)",8750.40531432000,01.008.009700.2,01.008,01,01.008.009700,115173.58774300000,515837.31517000002
"POINT (113539.935899 515906.79176599998)",3844.21519237000,01.008.009700.3,01.008,01,01.008.009700,113539.93589900000,515906.79176599998
"POINT (112679.686895 515770.773254)",4200.71772606000,01.008.009700.4,01.008,01,01.008.009700,112679.68689500001,515770.77325400000
"POINT (111734.533483 515928.027912)",4628.41356657000,01.008.009700.5,01.008,01,01.008.009700,111734.53348300001,515928.02791200002
"POINT (110677.49274 515671.45054799999)",2767.57584236000,01.008.009700.6,01.008,01,01.008.009700,110677.49274000000,515671.45054799999
"POINT (110779.154645 514893.258118)",4002.86100837000,01.008.009700.7,01.008,01,01.008.009700,110779.15464500000,514893.25811800000
"POINT (111723.83356835363 515306.62061647908)",8826.82480367000,01.008.009700.8,01.008,01,01.008.009700,112106.29532400001,514743.20921300002
"POINT (117073.884183 513475.056776)",21345.71658920000,01.008.009800.1,01.008,01,01.008.009800,117073.88418300000,513475.05677600001
"POINT (115285.255168 514895.173978)",4057.55062948000,01.008.009800.2,01.008,01,01.008.009800,115285.25516800000,514895.17397800001
"POINT (116227.76670199999 514205.561177)",6574.01448973000,01.008.009800.3,01.008,01,01.008.009800,116227.76670199999,514205.56117700000
"POINT (115038.574726 514060.25631899998)",3376.01877816000,01.008.009800.4,01.008,01,01.008.009800,115038.57472600001,514060.25631899998
"POINT (115913.69753 512886.235516)",6310.46527964000,01.008.009800.5,01.008,01,01.008.009800,115913.69753000000,512886.23551600002
"POINT (116574.014314 510992.59828799998)",11472.39325140000,01.008.009800.6,01.008,01,01.008.009800,116574.01431400000,510992.59828799998
"POINT (115733.102145 511775.58082199999)",8063.29484778000,01.008.009800.7,01.008,01,01.008.009800,115733.10214500000,511775.58082199999
"POINT (112736.24499599999 514959.594936)",3610.75457052000,01.008.009900.1,01.008,01,01.008.009900,112736.24499599999,514959.59493600001
"POINT (113528.72008299999 514781.374992)",3754.38282127000,01.008.009900.2,01.008,01,01.008.009900,113528.72008299999,514781.37499200000
"POINT (114305.688773 514663.08406199998)",4241.70036003000,01.008.009900.3,01.008,01,01.008.009900,114305.68877300000,514663.08406199998
"POINT (112032.150025 514740.904002)",2581.65082199000,01.008.009900.4,01.008,01,01.008.009900,112032.15002500000,514740.90400200000
"POINT (112132.893152 513932.95499599999)",6333.63396808000,01.008.009900.5,01.008,01,01.008.009900,112132.89315200000,513932.95499599999
"POINT (113784.980044 513726.46072199999)",5021.88435150000,01.008.009900.6,01.008,01,01.008.009900,113784.98004400000,513726.46072199999
"POINT (114752.709159 513421.32675399998)",4273.97398308000,01.008.009900.7,01.008,01,01.008.009900,114752.70915900001,513421.32675399998
"POINT (113714.291639 513139.15090299997)",3634.52179174000,01.008.009900.8,01.008,01,01.008.009900,113714.29163900000,513139.15090299997
"POINT (110657.133949 514049.264803)",4286.07543821000,01.008.010100.1,01.008,01,01.008.010100,110657.13394900000,514049.26480300003
"POINT (111077.539877 512957.53343)",4972.25570655000,01.008.010100.2,01.008,01,01.008.010100,111077.53987700000,512957.53343000001
"POINT (112016.224424 513215.58662)",4513.79455349000,01.008.010100.3,01.008,01,01.008.010100,112016.22442400000,513215.58662000002
"POINT (110269.429927 512959.74679399998)",4830.09372144000,01.008.010100.4,01.008,01,01.008.010100,110269.42992700000,512959.74679399998
"POINT (112901.813027 512735.71166899998)",3148.02676977000,01.008.010100.5,01.008,01,01.008.010100,112901.81302700000,512735.71166899998
"POINT (112179.231694 512392.835314)",5192.22038729000,01.008.010100.6,01.008,01,01.008.010100,112179.23169400000,512392.83531400003
"POINT (113830.223006 512523.17892799998)",4630.58082779000,01.008.010200.1,01.008,01,01.008.010200,113830.22300600000,512523.17892799998
"POINT (114965.689014 512315.24457899999)",4366.94028700000,01.008.010200.2,01.008,01,01.008.010200,114965.68901400000,512315.24457899999
"POINT (113976.559917 511903.30671899999)",4971.15158769000,01.008.010200.3,01.008,01,01.008.010200,113976.55991700001,511903.30671899999
"POINT (114017.429137 511528.09618499997)",3625.50520463000,01.008.010200.4,01.008,01,01.008.010200,114017.42913700000,511528.09618499997
"POINT (115181.878729 510721.3806)",7092.91924807000,01.008.010200.5,01.008,01,01.008.010200,115181.87872900000,510721.38059999997
"POINT (113444.714164 511082.394746)",3588.37442513000,01.008.010200.6,01.008,01,01.008.010200,113444.71416400000,511082.39474600001
"POINT (114190.717812 510815.117343)",4018.07655266000,01.008.010200.7,01.008,01,01.008.010200,114190.71781200000,510815.11734300002
"POINT (114616.045293 509787.33407)",5552.15987475000,01.008.010200.8,01.008,01,01.008.010200,114616.04529300000,509787.33406999998
"POINT (110147.74768299999 511459.658569)",4613.99841903000,01.008.010300.1,01.008,01,01.008.010300,110147.74768299999,511459.65856900002
"POINT (110917.680825 511340.709746)",5165.35687607000,01.008.010300.2,01.008,01,01.008.010300,110917.68082500000,511340.70974600001
"POINT (108661.526942 511005.053093)",3067.92416258000,01.008.010300.3,01.008,01,01.008.010300,108661.52694200000,511005.05309300002
"POINT (109447.800905 510987.119742)",3212.62890731000,01.008.010300.4,01.008,01,01.008.010300,109447.80090500000,510987.11974200001
"POINT (108600.39248 509862.738029)",4778.89723887000,01.008.010300.5,01.008,01,01.008.010300,108600.39247999999,509862.73802900000
"POINT (109427.681805 510184.02724899998)",3349.38498200000,01.008.010300.6,01.008,01,01.008.010300,109427.68180500000,510184.02724899998
"POINT (109291.030121 509556.36204099999)",3088.79132948000,01.008.010300.7,01.008,01,01.008.010300,109291.03012100000,509556.36204099999
"POINT (109393.678317 508775.28016)",4031.23284236000,01.008.010300.8,01.008,01,01.008.010300,109393.67831700000,508775.28016000002
"POINT (108628.056134 508585.17262899998)",3511.59615719000,01.008.010300.9,01.008,01,01.008.010300,108628.05613400000,508585.17262899998
"POINT (110725.346735 509974.42370799999)",4107.76312017000,01.008.010400.1,01.008,01,01.008.010400,110725.34673500000,509974.42370799999
"POINT (111178.38048399999 509671.87585499999)",4334.07663556000,01.008.010400.2,01.008,01,01.008.010400,111178.38048399999,509671.87585499999
"POINT (110161.698345 510104.784181)",3172.22619844000,01.008.010400.3,01.008,01,01.008.010400,110161.69834500000,510104.78418100002
"POINT (110629.866345 509094.43193299999)",4542.63026502000,01.008.010400.4,01.008,01,01.008.010400,110629.86634500000,509094.43193299999
"POINT (110754.947573 508633.74138299999)",4579.66324595000,01.008.010400.5,01.008,01,01.008.010400,110754.94757300000,508633.74138299999
"POINT (110177.956227 508591.81671599997)",3347.81489579000,01.008.010400.6,01.008,01,01.008.010400,110177.95622700000,508591.81671599997
"POINT (110971.445015 507778.576959)",3331.32409349000,01.008.010400.7,01.008,01,01.008.010400,110971.44501500000,507778.57695900003
"POINT (110185.240039 507747.445251)",3193.29919941000,01.008.010400.8,01.008,01,01.008.010400,110185.24003900000,507747.44525100000
"POINT (111855.48147 511767.270274)",3365.94788461000,01.008.010500.1,01.008,01,01.008.010500,111855.48147000000,511767.27027400001
"POINT (112504.815284 511702.30258299998)",2680.54132218000,01.008.010500.2,01.008,01,01.008.010500,112504.81528400000,511702.30258299998
"POINT (112613.00194 510970.436386)",4248.17506896000,01.008.010500.3,01.008,01,01.008.010500,112613.00194000000,510970.43638600002
"POINT (111781.175445 511024.574196)",3186.77719174000,01.008.010500.4,01.008,01,01.008.010500,111781.17544500000,511024.57419600000
"POINT (111816.916307 509924.929943)",4454.61728974000,01.008.010500.5,01.008,01,01.008.010500,111816.91630700001,509924.92994300002
"POINT (112535.20042199999 509973.699379)",4034.93578871000,01.008.010500.6,01.008,01,01.008.010500,112535.20042199999,509973.69937900000
"POINT (113329.670318 509885.524175)",4589.03950237000,01.008.010500.7,01.008,01,01.008.010500,113329.67031800000,509885.52417500003
"POINT (112049.14578399999 508793.69303)",4558.92121357000,01.008.010500.8,01.008,01,01.008.010500,112049.14578399999,508793.69303000002
"POINT (113251.758953 508877.361006)",4222.24371377000,01.008.010500.9,01.008,01,01.008.010500,113251.75895300000,508877.36100600002
"POINT (114338.545142 508738.987956)",8173.98098501000,01.008.010600.1,01.008,01,01.008.010600,114338.54514200000,508738.98795600003
"POINT (115307.88656 507788.99456299999)",6890.79058482000,01.008.010600.2,01.008,01,01.008.010600,115307.88656000000,507788.99456299999
"POINT (114218.092516 507807.157476)",8933.93080499000,01.008.010600.3,01.008,01,01.008.010600,114218.09251600000,507807.15747600002
"POINT (112538.67839 507526.307572)",6650.89819700000,01.008.010600.4,01.008,01,01.008.010600,112538.67839000000,507526.30757200002
"POINT (111780.26452 507523.56034899998)",4001.12216354000,01.008.010600.5,01.008,01,01.008.010600,111780.26452000000,507523.56034899998
"POINT (113998.10371 506660.20967)",6888.42857903000,01.008.010600.6,01.008,01,01.008.010600,113998.10371000000,506660.20967000001
"POINT (112777.448015 506395.192163)",4404.84370161000,01.008.010600.7,01.008,01,01.008.010600,112777.44801500000,506395.19216300000
"POINT (108693.545245 507335.37394299998)",5154.77310800000,01.008.010700.1,01.008,01,01.008.010700,108693.54524500000,507335.37394299998
"POINT (109512.670843 507108.69476)",6234.98076873000,01.008.010700.2,01.008,01,01.008.010700,109512.67084300000,507108.69475999998
"POINT (110969.860641 506972.154485)",3220.94875175000,01.008.010700.3,01.008,01,01.008.010700,110969.86064100001,506972.15448500001
"POINT (110174.44592 506949.916181)",3119.46408662000,01.008.010700.4,01.008,01,01.008.010700,110174.44592000000,506949.91618100001
"POINT (111742.734642 506399.93498399999)",3903.05268525000,01.008.010700.5,01.008,01,01.008.010700,111742.73464200000,506399.93498399999
"POINT (110973.507873 505518.320596)",5986.23693650000,01.008.010700.6,01.008,01,01.008.010700,110973.50787300000,505518.32059600001
"POINT (110240.398076 505760.892888)",5015.13736401000,01.008.010700.7,01.008,01,01.008.010700,110240.39807600000,505760.89288800000
"POINT (109011.67697099999 505451.56097699999)",7689.74227853000,01.008.010700.8,01.008,01,01.008.010700,109011.67697099999,505451.56097699999
"POINT (112049.02867299999 505381.25183299999)",6452.26685617000,01.008.010700.9,01.008,01,01.008.010700,112049.02867299999,505381.25183299999
"POINT (117561.24228229169 506247.60569167364)",33615.80045800000,01.008.010800.1,01.008,01,01.008.010800,116364.59468400000,504851.51682700001
"POINT (119249.52184409025 502214.86862786463)",34608.43058280000,01.008.010800.2,01.008,01,01.008.010800,120246.72817600000,500719.05913000001
"POINT (116368.02977619098 499580.72938695486)",15203.42793170000,01.008.010800.3,01.008,01,01.008.010800,116268.30914300001,499082.12622099998
"POINT (106891.849245 503248.82236)",21236.37159680000,01.008.010900.1,01.008,01,01.008.010900,106891.84924500000,503248.82235999999
"POINT (109077.21796 503240.361534)",9055.20169633000,01.008.010900.2,01.008,01,01.008.010900,109077.21795999999,503240.36153400003
"POINT (110708.529285 503595.926509)",6998.97053588000,01.008.010900.3,01.008,01,01.008.010900,110708.52928500000,503595.92650900001
"POINT (112069.838086 503535.628327)",9412.64117080000,01.008.010900.4,01.008,01,01.008.010900,112069.83808600000,503535.62832700001
"POINT (112118.20551924656 500664.02782852779)",27099.51479690000,01.008.010900.5,01.008,01,01.008.010900,110422.95475500000,499866.26276299998
"POINT (109477.858826 501477.664922)",11240.62203780000,01.008.010900.6,01.008,01,01.008.010900,109477.85882600000,501477.66492200003
"POINT (105091.84592399999 502994.19248099998)",8606.28276178000,01.008.010900.7,01.008,01,01.008.010900,105091.84592399999,502994.19248099998
"POINT (95012.903984847289 503023.02558667364)",50758.39789660000,01.008.011000.1,01.008,01,01.008.011000,92220.72625550001,501626.93672200001
"POINT (98361.949426809035 499172.00374624657)",47855.41508410000,01.008.011000.2,01.008,01,01.008.011000,98461.67006000000,497476.75298200001
"POINT (102381.72017676389 500696.82524157292)",14288.36467950000,01.008.011000.3,01.008,01,01.008.011000,101982.83764400000,500397.66334199999
"POINT (105150.75955638193 497545.71739770833)",22255.16182220000,01.008.011000.4,01.008,01,01.008.011000,104951.31829000000,498742.36499600002
"POINT (143097.18827655638 520855.60485879477)",10850.01168880000,01.009.002800.3,01.009,01,01.009.002800,142229.95152000000,520552.07199400000
"POINT (138435.44217276387 519817.12672729167)",23298.18655400000,01.009.002800.4,01.009,01,01.009.002800,138036.55963999999,518620.47912899998
"POINT (140402.59368941054 520610.49477103312)",7809.20477272000,01.009.002800.5,01.009,01,01.009.002800,141009.65941900000,520870.66579800000
"POINT (144355.0785225564 519595.38980145712)",30496.41996840000,01.009.002900.1,01.009,01,01.009.002900,143487.84176600000,517947.63996399997
"POINT (141627.897659 519541.95374199998)",5394.35812290000,01.009.002900.2,01.009,01,01.009.002900,141627.89765900001,519541.95374199998
"POINT (139834.63570438197 514870.72362789931)",21981.96173900000,01.009.002900.3,01.009,01,01.009.002900,139635.19443800001,515967.65059300000
"POINT (130084.80322535906 513844.98350688349)",74416.80944750000,01.009.003100.1,01.009,01,01.009.003100,125981.28541200000,513098.88935900002
"POINT (131163.34305270866 504978.1354305339)",60450.87708750000,01.009.003100.2,01.009,01,01.009.003100,129298.10768299999,501993.75883900002
"POINT (127711.05270218052 492676.79784372926)",52747.14882900000,01.009.003100.3,01.009,01,01.009.003100,129705.46536600000,489685.17884800001
"POINT (144098.96146028125 501528.45333994436)",27717.94857180000,01.009.003200.2,01.009,01,01.009.003200,144996.44715900000,503123.98347099999
"POINT (147053.93807385417 503250.03353085415)",13464.67873310000,01.009.003200.3,01.009,01,01.009.003200,147652.26187300001,503848.35733000003
"POINT (150391.90860885908 502793.61696337332)",11391.68596810000,01.009.003200.4,01.009,01,01.009.003200,149856.10983900001,503262.44088700000
"POINT (149455.8457618838 501692.9822609048)",9190.94447335000,01.009.003200.5,01.009,01,01.009.003200,149489.33318500000,500855.79668299999
"POINT (147990.42784357292 501327.1468997639)",8431.93318200000,01.009.003200.6,01.009,01,01.009.003200,147691.26594400001,500928.26436700003
"POINT (105803.795969 493228.34838467371)",19540.92113430000,01.011.012600.1,01.011,01,01.011.012600,105803.79596900000,491832.25952000002
"POINT (108265.170619 491005.68614499999)",20565.38719390000,01.011.012600.2,01.011,01,01.011.012600,108265.17061900000,491005.68614499999
"POINT (105241.66452599999 486841.77381899999)",18360.81412100000,01.011.012600.3,01.011,01,01.011.012600,105241.66452599999,486841.77381899999
"POINT (109074.94117595488 488321.37174833682)",17257.22633920000,01.011.012600.4,01.011,01,01.011.012600,108576.33801000001,487623.32731600001
"POINT (114046.18459577436 496689.79333938193)",29357.29197600000,01.011.012700.1,01.011,01,01.011.012700,111553.16876600000,496490.35207299999
"POINT (119086.90064470829 495154.3995322361)",19051.95273530000,01.011.012700.2,01.011,01,01.011.012700,120283.54824300000,495553.28206499998
"POINT (116364.49394780902 496273.76996814582)",10192.70466700000,01.011.012700.3,01.011,01,01.011.012700,116464.21458099999,495675.44616900000
"POINT (123307.2865260242 491522.48729265953)",20080.54546680000,01.011.012800.1,01.011,01,01.011.012800,122264.25560400001,491205.04309900000
