SAHSU_GRD_LEVEL4,AREANAME,GID,GEOGRAPHIC_CENTROID
"01.008.010500.3","01.008.010500.3","789","{""type"":""Point"",""coordinates"":[-6.43149,54.4143]}"
"01.008.010500.4","01.008.010500.4","790","{""type"":""Point"",""coordinates"":[-6.44311,54.413]}"
"01.008.010500.5","01.008.010500.5","791","{""type"":""Point"",""coordinates"":[-6.44144,54.4027]}"
"01.008.010500.6","01.008.010500.6","792","{""type"":""Point"",""coordinates"":[-6.4318,54.4034]}"
"01.008.010500.7","01.008.010500.7","793","{""type"":""Point"",""coordinates"":[-6.41974,54.402]}"
"01.008.010500.8","01.008.010500.8","794","{""type"":""Point"",""coordinates"":[-6.43889,54.394]}"
"01.008.010500.9","01.008.010500.9","795","{""type"":""Point"",""coordinates"":[-6.41879,54.3947]}"
"01.008.010600.1","01.008.010600.1","796","{""type"":""Point"",""coordinates"":[-6.40341,54.3954]}"
"01.008.010600.2","01.008.010600.2","797","{""type"":""Point"",""coordinates"":[-6.38713,54.3861]}"
"01.008.010600.3","01.008.010600.3","798","{""type"":""Point"",""coordinates"":[-6.39971,54.3862]}"
"01.008.010600.4","01.008.010600.4","799","{""type"":""Point"",""coordinates"":[-6.42941,54.3807]}"
"01.008.010600.5","01.008.010600.5","800","{""type"":""Point"",""coordinates"":[-6.43919,54.3809]}"
"01.008.010600.6","01.008.010600.6","801","{""type"":""Point"",""coordinates"":[-6.403,54.3751]}"
"01.008.010600.7","01.008.010600.7","802","{""type"":""Point"",""coordinates"":[-6.42207,54.372]}"
"01.008.010700.1","01.008.010700.1","803","{""type"":""Point"",""coordinates"":[-6.48883,54.3782]}"
"01.008.010700.2","01.008.010700.2","804","{""type"":""Point"",""coordinates"":[-6.47342,54.3756]}"
"01.008.010700.3","01.008.010700.3","805","{""type"":""Point"",""coordinates"":[-6.45385,54.3766]}"
"01.008.010700.4","01.008.010700.4","806","{""type"":""Point"",""coordinates"":[-6.46331,54.3759]}"
"01.008.010700.5","01.008.010700.5","807","{""type"":""Point"",""coordinates"":[-6.43917,54.3711]}"
"01.008.010700.6","01.008.010700.6","808","{""type"":""Point"",""coordinates"":[-6.45264,54.3619]}"
"01.008.010700.7","01.008.010700.7","809","{""type"":""Point"",""coordinates"":[-6.46112,54.3632]}"
"01.008.010700.8","01.008.010700.8","810","{""type"":""Point"",""coordinates"":[-6.47438,54.3606]}"
"01.008.010700.9","01.008.010700.9","811","{""type"":""Point"",""coordinates"":[-6.43079,54.3625]}"
"01.008.010800.1","01.008.010800.1","812","{""type"":""Point"",""coordinates"":[-6.37977,54.3552]}"
"01.008.010800.2","01.008.010800.2","813","{""type"":""Point"",""coordinates"":[-6.30996,54.322]}"
"01.008.010800.3","01.008.010800.3","814","{""type"":""Point"",""coordinates"":[-6.36713,54.3062]}"
"01.008.010900.1","01.008.010900.1","815","{""type"":""Point"",""coordinates"":[-6.52142,54.3381]}"
"01.008.010900.2","01.008.010900.2","816","{""type"":""Point"",""coordinates"":[-6.47072,54.3406]}"
"01.008.010900.3","01.008.010900.3","817","{""type"":""Point"",""coordinates"":[-6.4558,54.3454]}"
"01.008.010900.4","01.008.010900.4","818","{""type"":""Point"",""coordinates"":[-6.43369,54.3437]}"
"01.008.010900.5","01.008.010900.5","819","{""type"":""Point"",""coordinates"":[-6.44024,54.3095]}"
"01.008.010900.6","01.008.010900.6","820","{""type"":""Point"",""coordinates"":[-6.46994,54.3264]}"
"01.008.010900.7","01.008.010900.7","821","{""type"":""Point"",""coordinates"":[-6.53349,54.3392]}"
"01.008.011000.1","01.008.011000.1","822","{""type"":""Point"",""coordinates"":[-6.75033,54.3015]}"
"01.008.011000.2","01.008.011000.2","823","{""type"":""Point"",""coordinates"":[-6.66903,54.2859]}"
"01.008.011000.3","01.008.011000.3","824","{""type"":""Point"",""coordinates"":[-6.58482,54.311]}"
"01.008.011000.4","01.008.011000.4","825","{""type"":""Point"",""coordinates"":[-6.53588,54.3017]}"
"01.009.002700.1","01.009.002700.1","826","{""type"":""Point"",""coordinates"":[-6.31344,54.6261]}"
"01.009.002700.2","01.009.002700.2","827","{""type"":""Point"",""coordinates"":[-6.1307,54.6106]}"
"01.009.002700.3","01.009.002700.3","828","{""type"":""Point"",""coordinates"":[-6.10743,54.5287]}"
"01.009.002700.4","01.009.002700.4","829","{""type"":""Point"",""coordinates"":[-6.25956,54.5456]}"
"01.009.002700.5","01.009.002700.5","830","{""type"":""Point"",""coordinates"":[-6.24831,54.5111]}"
"01.009.002800.1","01.009.002800.1","831","{""type"":""Point"",""coordinates"":[-6.00361,54.5358]}"
"01.009.002800.2","01.009.002800.2","832","{""type"":""Point"",""coordinates"":[-6.0363,54.5503]}"
"01.009.002800.3","01.009.002800.3","833","{""type"":""Point"",""coordinates"":[-5.98901,54.5139]}"
"01.009.002800.4","01.009.002800.4","834","{""type"":""Point"",""coordinates"":[-6.043,54.4893]}"
"01.009.002800.5","01.009.002800.5","835","{""type"":""Point"",""coordinates"":[-6.00373,54.5168]}"
"01.009.002900.1","01.009.002900.1","836","{""type"":""Point"",""coordinates"":[-5.97038,54.4841]}"
"01.009.002900.2","01.009.002900.2","837","{""type"":""Point"",""coordinates"":[-5.99402,54.5044]}"
"01.009.002900.3","01.009.002900.3","838","{""type"":""Point"",""coordinates"":[-6.01927,54.4734]}"
"01.009.003000.1","01.009.003000.1","839","{""type"":""Point"",""coordinates"":[-5.79903,54.5182]}"
"01.009.003100.1","01.009.003100.1","840","{""type"":""Point"",""coordinates"":[-6.22348,54.43]}"
"01.009.003100.2","01.009.003100.2","841","{""type"":""Point"",""coordinates"":[-6.15552,54.3189]}"
"01.009.003100.3","01.009.003100.3","842","{""type"":""Point"",""coordinates"":[-6.13755,54.2324]}"
"01.009.003200.1","01.009.003200.1","843","{""type"":""Point"",""coordinates"":[-5.99538,54.3709]}"
"01.009.003200.2","01.009.003200.2","844","{""type"":""Point"",""coordinates"":[-5.93255,54.362]}"
"01.009.003200.3","01.009.003200.3","845","{""type"":""Point"",""coordinates"":[-5.87956,54.3651]}"
"01.009.003200.4","01.009.003200.4","846","{""type"":""Point"",""coordinates"":[-5.84897,54.3669]}"
"01.009.003200.5","01.009.003200.5","847","{""type"":""Point"",""coordinates"":[-5.85862,54.3402]}"
"01.009.003200.6","01.009.003200.6","848","{""type"":""Point"",""coordinates"":[-5.87948,54.3433]}"
"01.011.012600.1","01.011.012600.1","849","{""type"":""Point"",""coordinates"":[-6.50633,54.241]}"
"01.011.012600.2","01.011.012600.2","850","{""type"":""Point"",""coordinates"":[-6.48876,54.2364]}"
"01.011.012600.3","01.011.012600.3","851","{""type"":""Point"",""coordinates"":[-6.51361,54.196]}"
"01.011.012600.4","01.011.012600.4","852","{""type"":""Point"",""coordinates"":[-6.47408,54.1996]}"
"01.011.012700.1","01.011.012700.1","853","{""type"":""Point"",""coordinates"":[-6.42932,54.295]}"
"01.011.012700.2","01.011.012700.2","854","{""type"":""Point"",""coordinates"":[-6.29533,54.2809]}"
"01.011.012700.3","01.011.012700.3","855","{""type"":""Point"",""coordinates"":[-6.35373,54.2809]}"
"01.011.012800.1","01.011.012800.1","856","{""type"":""Point"",""coordinates"":[-6.27139,54.2465]}"
"01.011.012800.2","01.011.012800.2","857","{""type"":""Point"",""coordinates"":[-6.31278,54.2551]}"
"01.011.012800.3","01.011.012800.3","858","{""type"":""Point"",""coordinates"":[-6.3081,54.2398]}"
"01.011.012800.4","01.011.012800.4","859","{""type"":""Point"",""coordinates"":[-6.31167,54.2335]}"
"01.011.012800.5","01.011.012800.5","860","{""type"":""Point"",""coordinates"":[-6.22949,54.2079]}"
"01.011.012800.6","01.011.012800.6","861","{""type"":""Point"",""coordinates"":[-6.20959,54.2001]}"
"01.011.012800.7","01.011.012800.7","862","{""type"":""Point"",""coordinates"":[-6.21204,54.1771]}"
"01.011.012900.1","01.011.012900.1","863","{""type"":""Point"",""coordinates"":[-6.48887,54.2582]}"
"01.011.012900.2","01.011.012900.2","864","{""type"":""Point"",""coordinates"":[-6.43084,54.251]}"
"01.011.012900.3","01.011.012900.3","865","{""type"":""Point"",""coordinates"":[-6.39366,54.2563]}"
"01.011.012900.4","01.011.012900.4","866","{""type"":""Point"",""coordinates"":[-6.41345,54.2414]}"
"01.011.012900.5","01.011.012900.5","867","{""type"":""Point"",""coordinates"":[-6.43082,54.2405]}"
"01.011.012900.6","01.011.012900.6","868","{""type"":""Point"",""coordinates"":[-6.45382,54.238]}"
"01.011.012900.7","01.011.012900.7","869","{""type"":""Point"",""coordinates"":[-6.44394,54.2325]}"
"01.011.012900.8","01.011.012900.8","870","{""type"":""Point"",""coordinates"":[-6.40657,54.2302]}"
"01.011.013000.1","01.011.013000.1","871","{""type"":""Point"",""coordinates"":[-6.38584,54.246]}"
"01.011.013000.2","01.011.013000.2","872","{""type"":""Point"",""coordinates"":[-6.357,54.2489]}"
"01.011.013000.3","01.011.013000.3","873","{""type"":""Point"",""coordinates"":[-6.33983,54.2483]}"
"01.011.013000.4","01.011.013000.4","874","{""type"":""Point"",""coordinates"":[-6.34074,54.2326]}"
"01.011.013000.5","01.011.013000.5","875","{""type"":""Point"",""coordinates"":[-6.36004,54.2318]}"
"01.011.013000.6","01.011.013000.6","876","{""type"":""Point"",""coordinates"":[-6.38115,54.2297]}"
"01.011.013000.7","01.011.013000.7","877","{""type"":""Point"",""coordinates"":[-6.38911,54.2218]}"
"01.011.013000.8","01.011.013000.8","878","{""type"":""Point"",""coordinates"":[-6.33174,54.2281]}"
"01.011.013100.1","01.011.013100.1","879","{""type"":""Point"",""coordinates"":[-6.4321,54.2272]}"
"01.011.013100.2","01.011.013100.2","880","{""type"":""Point"",""coordinates"":[-6.40993,54.2154]}"
"01.011.013100.3","01.011.013100.3","881","{""type"":""Point"",""coordinates"":[-6.4324,54.2223]}"
"01.011.013100.4","01.011.013100.4","882","{""type"":""Point"",""coordinates"":[-6.43504,54.2182]}"
"01.011.013100.5","01.011.013100.5","883","{""type"":""Point"",""coordinates"":[-6.38776,54.2134]}"
"01.011.013100.6","01.011.013100.6","884","{""type"":""Point"",""coordinates"":[-6.42492,54.2145]}"
"01.011.013100.7","01.011.013100.7","885","{""type"":""Point"",""coordinates"":[-6.43918,54.212]}"
"01.011.013100.8","01.011.013100.8","886","{""type"":""Point"",""coordinates"":[-6.36293,54.2123]}"
"01.011.013100.9","01.011.013100.9","887","{""type"":""Point"",""coordinates"":[-6.36921,54.2101]}"
"01.011.013200.1","01.011.013200.1","888","{""type"":""Point"",""coordinates"":[-6.37327,54.1881]}"
"01.011.013200.2","01.011.013200.2","889","{""type"":""Point"",""coordinates"":[-6.36526,54.2076]}"
"01.011.013200.3","01.011.013200.3","890","{""type"":""Point"",""coordinates"":[-6.35147,54.2025]}"
"01.011.013200.4","01.011.013200.4","891","{""type"":""Point"",""coordinates"":[-6.3341,54.1971]}"
"01.011.013200.5","01.011.013200.5","892","{""type"":""Point"",""coordinates"":[-6.30814,54.1946]}"
"01.011.013200.6","01.011.013200.6","893","{""type"":""Point"",""coordinates"":[-6.30078,54.1811]}"
"01.011.013300.1","01.011.013300.1","894","{""type"":""Point"",""coordinates"":[-6.30926,54.2212]}"
"01.011.013300.2","01.011.013300.2","895","{""type"":""Point"",""coordinates"":[-6.34643,54.2201]}"
"01.011.013300.3","01.011.013300.3","896","{""type"":""Point"",""coordinates"":[-6.36514,54.2198]}"
"01.011.013300.4","01.011.013300.4","897","{""type"":""Point"",""coordinates"":[-6.3303,54.2196]}"
"01.011.013300.5","01.011.013300.5","898","{""type"":""Point"",""coordinates"":[-6.34287,54.21]}"
"01.011.013300.6","01.011.013300.6","899","{""type"":""Point"",""coordinates"":[-6.32861,54.2104]}"
"01.011.013300.7","01.011.013300.7","900","{""type"":""Point"",""coordinates"":[-6.306,54.2123]}"
"01.011.013300.8","01.011.013300.8","901","{""type"":""Point"",""coordinates"":[-6.30622,54.2054]}"
"01.011.013300.9","01.011.013300.9","902","{""type"":""Point"",""coordinates"":[-6.28879,54.2035]}"
"01.011.013400.1","01.011.013400.1","903","{""type"":""Point"",""coordinates"":[-6.27805,54.2182]}"
"01.011.013400.2","01.011.013400.2","904","{""type"":""Point"",""coordinates"":[-6.27222,54.2066]}"
"01.011.013400.3","01.011.013400.3","905","{""type"":""Point"",""coordinates"":[-6.25604,54.2081]}"
"01.011.013400.4","01.011.013400.4","906","{""type"":""Point"",""coordinates"":[-6.26011,54.1997]}"
"01.011.013400.5","01.011.013400.5","907","{""type"":""Point"",""coordinates"":[-6.27504,54.199]}"
"01.011.013400.6","01.011.013400.6","908","{""type"":""Point"",""coordinates"":[-6.28645,54.1951]}"
"01.011.013400.7","01.011.013400.7","909","{""type"":""Point"",""coordinates"":[-6.26978,54.1901]}"
"01.011.013400.8","01.011.013400.8","910","{""type"":""Point"",""coordinates"":[-6.25429,54.1916]}"
"01.011.013500.1","01.011.013500.1","911","{""type"":""Point"",""coordinates"":[-6.26392,54.1728]}"
"01.011.013500.2","01.011.013500.2","912","{""type"":""Point"",""coordinates"":[-6.24883,54.1814]}"
"01.011.013500.3","01.011.013500.3","913","{""type"":""Point"",""coordinates"":[-6.23052,54.1786]}"
"01.011.013500.4","01.011.013500.4","914","{""type"":""Point"",""coordinates"":[-6.2473,54.1644]}"
"01.011.013500.5","01.011.013500.5","915","{""type"":""Point"",""coordinates"":[-6.22487,54.1658]}"
"01.011.013500.6","01.011.013500.6","916","{""type"":""Point"",""coordinates"":[-6.22692,54.1584]}"
"01.011.013500.7","01.011.013500.7","917","{""type"":""Point"",""coordinates"":[-6.25696,54.1576]}"
"01.011.013500.8","01.011.013500.8","918","{""type"":""Point"",""coordinates"":[-6.24213,54.157]}"
"01.011.013600.1","01.011.013600.1","919","{""type"":""Point"",""coordinates"":[-6.25252,54.1503]}"
"01.011.013600.2","01.011.013600.2","920","{""type"":""Point"",""coordinates"":[-6.25142,54.1427]}"
"01.011.013600.3","01.011.013600.3","921","{""type"":""Point"",""coordinates"":[-6.23809,54.1429]}"
"01.011.013600.4","01.011.013600.4","922","{""type"":""Point"",""coordinates"":[-6.25031,54.1354]}"
"01.011.013600.5","01.011.013600.5","923","{""type"":""Point"",""coordinates"":[-6.23711,54.1357]}"
"01.011.013600.6","01.011.013600.6","924","{""type"":""Point"",""coordinates"":[-6.24987,54.1278]}"
"01.011.013600.7","01.011.013600.7","925","{""type"":""Point"",""coordinates"":[-6.2351,54.1294]}"
"01.011.013600.8","01.011.013600.8","926","{""type"":""Point"",""coordinates"":[-6.24994,54.1219]}"
"01.011.013600.9","01.011.013600.9","927","{""type"":""Point"",""coordinates"":[-6.23548,54.1213]}"
"01.011.013700.1","01.011.013700.1","928","{""type"":""Point"",""coordinates"":[-6.21288,54.1518]}"
"01.011.013700.2","01.011.013700.2","929","{""type"":""Point"",""coordinates"":[-6.23727,54.1509]}"
"01.011.013700.3","01.011.013700.3","930","{""type"":""Point"",""coordinates"":[-6.202,54.152]}"
"01.011.013700.4","01.011.013700.4","931","{""type"":""Point"",""coordinates"":[-6.22333,54.1514]}"
"01.011.013700.5","01.011.013700.5","932","{""type"":""Point"",""coordinates"":[-6.22872,54.1432]}"
"01.011.013700.6","01.011.013700.6","933","{""type"":""Point"",""coordinates"":[-6.22006,54.1449]}"
"01.011.013700.7","01.011.013700.7","934","{""type"":""Point"",""coordinates"":[-6.21157,54.1445]}"
"01.011.013700.8","01.011.013700.8","935","{""type"":""Point"",""coordinates"":[-6.20223,54.1444]}"
"01.011.013800.1","01.011.013800.1","936","{""type"":""Point"",""coordinates"":[-6.22656,54.1361]}"
"01.011.013800.2","01.011.013800.2","937","{""type"":""Point"",""coordinates"":[-6.21215,54.1372]}"
"01.011.013800.3","01.011.013800.3","938","{""type"":""Point"",""coordinates"":[-6.20008,54.1365]}"
"01.011.013800.4","01.011.013800.4","939","{""type"":""Point"",""coordinates"":[-6.22432,54.1284]}"
"01.011.013800.5","01.011.013800.5","940","{""type"":""Point"",""coordinates"":[-6.20964,54.1298]}"
"01.011.013800.6","01.011.013800.6","941","{""type"":""Point"",""coordinates"":[-6.19862,54.1303]}"
"01.011.013800.7","01.011.013800.7","942","{""type"":""Point"",""coordinates"":[-6.22332,54.1214]}"
"01.011.013800.8","01.011.013800.8","943","{""type"":""Point"",""coordinates"":[-6.21351,54.1209]}"
"01.011.013800.9","01.011.013800.9","944","{""type"":""Point"",""coordinates"":[-6.22362,54.1149]}"
"01.011.013900.1","01.011.013900.1","945","{""type"":""Point"",""coordinates"":[-6.20094,54.1219]}"
"01.011.013900.2","01.011.013900.2","946","{""type"":""Point"",""coordinates"":[-6.23806,54.1138]}"
"01.011.013900.3","01.011.013900.3","947","{""type"":""Point"",""coordinates"":[-6.20972,54.1142]}"
"01.011.013900.4","01.011.013900.4","948","{""type"":""Point"",""coordinates"":[-6.19911,54.1154]}"
"01.011.013900.5","01.011.013900.5","949","{""type"":""Point"",""coordinates"":[-6.22677,54.1008]}"
"01.011.013900.6","01.011.013900.6","950","{""type"":""Point"",""coordinates"":[-6.2213,54.104]}"
"01.011.013900.7","01.011.013900.7","951","{""type"":""Point"",""coordinates"":[-6.20807,54.1053]}"
"01.011.013900.8","01.011.013900.8","952","{""type"":""Point"",""coordinates"":[-6.20773,54.0988]}"
"01.011.013900.9","01.011.013900.9","953","{""type"":""Point"",""coordinates"":[-6.20199,54.1]}"
"01.011.014000.1","01.011.014000.1","954","{""type"":""Point"",""coordinates"":[-6.18449,54.1648]}"
"01.011.014000.2","01.011.014000.2","955","{""type"":""Point"",""coordinates"":[-6.20982,54.1673]}"
"01.011.014000.3","01.011.014000.3","956","{""type"":""Point"",""coordinates"":[-6.20869,54.1591]}"
"01.011.014100.1","01.011.014100.1","957","{""type"":""Point"",""coordinates"":[-6.16423,54.1606]}"
"01.011.014100.2","01.011.014100.2","958","{""type"":""Point"",""coordinates"":[-6.18265,54.1459]}"
"01.011.014100.3","01.011.014100.3","959","{""type"":""Point"",""coordinates"":[-6.17341,54.1402]}"
"01.011.014100.4","01.011.014100.4","960","{""type"":""Point"",""coordinates"":[-6.18676,54.1371]}"
"01.011.014100.5","01.011.014100.5","961","{""type"":""Point"",""coordinates"":[-6.1777,54.1281]}"
"01.011.014100.6","01.011.014100.6","962","{""type"":""Point"",""coordinates"":[-6.18585,54.13]}"
"01.011.014100.7","01.011.014100.7","963","{""type"":""Point"",""coordinates"":[-6.18499,54.1233]}"
"01.011.014200.1","01.011.014200.1","964","{""type"":""Point"",""coordinates"":[-6.17546,54.1099]}"
"01.011.014200.2","01.011.014200.2","965","{""type"":""Point"",""coordinates"":[-6.18337,54.1106]}"
"01.011.014200.3","01.011.014200.3","966","{""type"":""Point"",""coordinates"":[-6.19214,54.1034]}"
"01.011.014200.4","01.011.014200.4","967","{""type"":""Point"",""coordinates"":[-6.18635,54.0998]}"
"01.011.014200.5","01.011.014200.5","968","{""type"":""Point"",""coordinates"":[-6.17755,54.1012]}"
"01.011.014200.6","01.011.014200.6","969","{""type"":""Point"",""coordinates"":[-6.18171,54.0976]}"
"01.011.014200.7","01.011.014200.7","970","{""type"":""Point"",""coordinates"":[-6.17609,54.0936]}"
"01.011.014200.8","01.011.014200.8","971","{""type"":""Point"",""coordinates"":[-6.18592,54.0933]}"
"01.011.014300.1","01.011.014300.1","972","{""type"":""Point"",""coordinates"":[-6.19654,54.0935]}"
"01.011.014300.2","01.011.014300.2","973","{""type"":""Point"",""coordinates"":[-6.20726,54.0927]}"
"01.011.014300.3","01.011.014300.3","974","{""type"":""Point"",""coordinates"":[-6.20892,54.0866]}"
"01.011.014300.4","01.011.014300.4","975","{""type"":""Point"",""coordinates"":[-6.19558,54.0868]}"
"01.011.014300.5","01.011.014300.5","976","{""type"":""Point"",""coordinates"":[-6.18795,54.0854]}"
"01.011.014300.6","01.011.014300.6","977","{""type"":""Point"",""coordinates"":[-6.19887,54.0801]}"
"01.011.014400.1","01.011.014400.1","978","{""type"":""Point"",""coordinates"":[-6.26994,54.1307]}"
"01.011.014400.2","01.011.014400.2","979","{""type"":""Point"",""coordinates"":[-6.27279,54.1159]}"
"01.011.014400.3","01.011.014400.3","980","{""type"":""Point"",""coordinates"":[-6.24931,54.0805]}"
"01.011.014500.1","01.011.014500.1","981","{""type"":""Point"",""coordinates"":[-6.22409,54.0807]}"
"01.011.014500.2","01.011.014500.2","982","{""type"":""Point"",""coordinates"":[-6.22444,54.0761]}"
"01.011.014500.3","01.011.014500.3","983","{""type"":""Point"",""coordinates"":[-6.19305,54.0742]}"
"01.011.014500.4","01.011.014500.4","984","{""type"":""Point"",""coordinates"":[-6.22936,54.0719]}"
"01.011.014500.5","01.011.014500.5","985","{""type"":""Point"",""coordinates"":[-6.18972,54.0678]}"
"01.011.014500.6","01.011.014500.6","986","{""type"":""Point"",""coordinates"":[-6.19772,54.0667]}"
"01.011.014500.7","01.011.014500.7","987","{""type"":""Point"",""coordinates"":[-6.18923,54.0576]}"
"01.011.014500.8","01.011.014500.8","988","{""type"":""Point"",""coordinates"":[-6.16559,54.035]}"
"01.011.014600.1","01.011.014600.1","989","{""type"":""Point"",""coordinates"":[-6.18066,54.0814]}"
"01.011.014600.2","01.011.014600.2","990","{""type"":""Point"",""coordinates"":[-6.18129,54.0746]}"
"01.011.014600.3","01.011.014600.3","991","{""type"":""Point"",""coordinates"":[-6.17062,54.0757]}"
"01.011.014600.4","01.011.014600.4","992","{""type"":""Point"",""coordinates"":[-6.16881,54.0721]}"
"01.011.014600.5","01.011.014600.5","993","{""type"":""Point"",""coordinates"":[-6.1805,54.0686]}"
"01.011.014600.6","01.011.014600.6","994","{""type"":""Point"",""coordinates"":[-6.17226,54.0682]}"
"01.011.014600.7","01.011.014600.7","995","{""type"":""Point"",""coordinates"":[-6.17191,54.0646]}"
"01.011.014600.8","01.011.014600.8","996","{""type"":""Point"",""coordinates"":[-6.18042,54.0643]}"
"01.011.014700.1","01.011.014700.1","997","{""type"":""Point"",""coordinates"":[-6.16749,54.097]}"
"01.011.014700.2","01.011.014700.2","998","{""type"":""Point"",""coordinates"":[-6.16618,54.0901]}"
"01.011.014700.3","01.011.014700.3","999","{""type"":""Point"",""coordinates"":[-6.17056,54.0839]}"
"01.011.014700.4","01.011.014700.4","1000","{""type"":""Point"",""coordinates"":[-6.16395,54.0822]}"
"01.011.014700.5","01.011.014700.5","1001","{""type"":""Point"",""coordinates"":[-6.17115,54.0797]}"
"01.011.014800.1","01.011.014800.1","1002","{""type"":""Point"",""coordinates"":[-6.14753,54.0814]}"
"01.011.014800.2","01.011.014800.2","1003","{""type"":""Point"",""coordinates"":[-6.16,54.0807]}"
"01.011.014800.3","01.011.014800.3","1004","{""type"":""Point"",""coordinates"":[-6.1521,54.0809]}"
"01.011.014800.4","01.011.014800.4","1005","{""type"":""Point"",""coordinates"":[-6.15181,54.0774]}"
"01.011.014800.5","01.011.014800.5","1006","{""type"":""Point"",""coordinates"":[-6.16035,54.0772]}"
"01.011.014800.6","01.011.014800.6","1007","{""type"":""Point"",""coordinates"":[-6.14703,54.0774]}"
"01.011.014800.7","01.011.014800.7","1008","{""type"":""Point"",""coordinates"":[-6.1587,54.0734]}"
"01.011.014800.8","01.011.014800.8","1009","{""type"":""Point"",""coordinates"":[-6.15299,54.0736]}"
"01.011.014800.9","01.011.014800.9","1010","{""type"":""Point"",""coordinates"":[-6.14714,54.0735]}"
"01.011.014900.1","01.011.014900.1","1011","{""type"":""Point"",""coordinates"":[-6.13894,54.0686]}"
"01.011.014900.2","01.011.014900.2","1012","{""type"":""Point"",""coordinates"":[-6.14811,54.07]}"
"01.011.014900.3","01.011.014900.3","1013","{""type"":""Point"",""coordinates"":[-6.15687,54.0691]}"
"01.011.014900.4","01.011.014900.4","1014","{""type"":""Point"",""coordinates"":[-6.16504,54.0661]}"
"01.011.014900.5","01.011.014900.5","1015","{""type"":""Point"",""coordinates"":[-6.13032,54.064]}"
"01.011.014900.6","01.011.014900.6","1016","{""type"":""Point"",""coordinates"":[-6.14735,54.0656]}"
"01.011.014900.7","01.011.014900.7","1017","{""type"":""Point"",""coordinates"":[-6.15673,54.0654]}"
"01.011.014900.8","01.011.014900.8","1018","{""type"":""Point"",""coordinates"":[-6.13613,54.0632]}"
"01.011.015000.1","01.011.015000.1","1019","{""type"":""Point"",""coordinates"":[-6.13616,54.1077]}"
"01.011.015000.2","01.011.015000.2","1020","{""type"":""Point"",""coordinates"":[-6.14637,54.1057]}"
"01.011.015000.3","01.011.015000.3","1021","{""type"":""Point"",""coordinates"":[-6.15885,54.1048]}"
"01.011.015000.4","01.011.015000.4","1022","{""type"":""Point"",""coordinates"":[-6.14768,54.0988]}"
"01.011.015000.5","01.011.015000.5","1023","{""type"":""Point"",""coordinates"":[-6.15669,54.0982]}"
"01.011.015000.6","01.011.015000.6","1024","{""type"":""Point"",""coordinates"":[-6.15969,54.0921]}"
"01.011.015100.1","01.011.015100.1","1025","{""type"":""Point"",""coordinates"":[-6.14379,54.0966]}"
"01.011.015100.2","01.011.015100.2","1026","{""type"":""Point"",""coordinates"":[-6.15108,54.0924]}"
"01.011.015100.3","01.011.015100.3","1027","{""type"":""Point"",""coordinates"":[-6.13928,54.0877]}"
"01.011.015100.4","01.011.015100.4","1028","{""type"":""Point"",""coordinates"":[-6.15368,54.0857]}"
"01.011.015100.5","01.011.015100.5","1029","{""type"":""Point"",""coordinates"":[-6.13849,54.0808]}"
"01.011.015100.6","01.011.015100.6","1030","{""type"":""Point"",""coordinates"":[-6.14102,54.0747]}"
"01.011.015100.7","01.011.015100.7","1031","{""type"":""Point"",""coordinates"":[-6.13517,54.0719]}"
"01.011.015200.1","01.011.015200.1","1032","{""type"":""Point"",""coordinates"":[-6.14358,54.0552]}"
"01.011.015200.2","01.011.015200.2","1033","{""type"":""Point"",""coordinates"":[-6.17301,54.0611]}"
"01.011.015200.3","01.011.015200.3","1034","{""type"":""Point"",""coordinates"":[-6.12722,54.0552]}"
"01.011.015300.1","01.011.015300.1","1035","{""type"":""Point"",""coordinates"":[-6.13477,54.1481]}"
"01.011.015300.2","01.011.015300.2","1036","{""type"":""Point"",""coordinates"":[-6.1642,54.13]}"
"01.011.015300.3","01.011.015300.3","1037","{""type"":""Point"",""coordinates"":[-6.15056,54.1255]}"
"01.011.015300.4","01.011.015300.4","1038","{""type"":""Point"",""coordinates"":[-6.15811,54.1248]}"
"01.011.015300.5","01.011.015300.5","1039","{""type"":""Point"",""coordinates"":[-6.12625,54.1205]}"
"01.011.015300.6","01.011.015300.6","1040","{""type"":""Point"",""coordinates"":[-6.1604,54.1137]}"
"01.011.015400.1","01.011.015400.1","1041","{""type"":""Point"",""coordinates"":[-6.12647,54.0161]}"
"01.011.015400.2","01.011.015400.2","1042","{""type"":""Point"",""coordinates"":[-6.11558,53.9947]}"
"01.011.015400.3","01.011.015400.3","1043","{""type"":""Point"",""coordinates"":[-6.1106,53.971]}"
"01.011.015400.4","01.011.015400.4","1044","{""type"":""Point"",""coordinates"":[-6.13842,54.0422]}"
"01.011.015500.1","01.011.015500.1","1045","{""type"":""Point"",""coordinates"":[-6.08778,54.0192]}"
"01.011.015500.2","01.011.015500.2","1046","{""type"":""Point"",""coordinates"":[-6.1028,54.0193]}"
"01.011.015500.3","01.011.015500.3","1047","{""type"":""Point"",""coordinates"":[-6.07167,54.0108]}"
"01.011.015500.4","01.011.015500.4","1048","{""type"":""Point"",""coordinates"":[-6.10212,54.0096]}"
"01.011.015500.5","01.011.015500.5","1049","{""type"":""Point"",""coordinates"":[-6.09267,54.0095]}"
"01.011.015500.6","01.011.015500.6","1050","{""type"":""Point"",""coordinates"":[-6.10062,54.001]}"
"01.011.015500.7","01.011.015500.7","1051","{""type"":""Point"",""coordinates"":[-6.09113,54.0038]}"
