SAHSU_GRD_LEVEL4,AREANAME,GID,GEOGRAPHIC_CENTROID
"01.008.009401.1","01.008.009401.1","711","{""type"":""Point"",""coordinates"":[-6.58409893695516,54.335032229258]}"
"01.008.009401.2","01.008.009401.2","712","{""type"":""Point"",""coordinates"":[-6.56820712055834,54.3385439488091]}"
"01.008.009401.3","01.008.009401.3","713","{""type"":""Point"",""coordinates"":[-6.56013252693937,54.3420484072343]}"
"01.008.009401.4","01.008.009401.4","714","{""type"":""Point"",""coordinates"":[-6.56530447667124,54.3281959722861]}"
"01.008.009500.1","01.008.009500.1","715","{""type"":""Point"",""coordinates"":[-6.53654534367753,54.4256148671849]}"
"01.008.009500.2","01.008.009500.2","716","{""type"":""Point"",""coordinates"":[-6.54473805843116,54.4227154829263]}"
"01.008.009500.3","01.008.009500.3","717","{""type"":""Point"",""coordinates"":[-6.51071780345193,54.4047397884172]}"
"01.008.009500.4","01.008.009500.4","718","{""type"":""Point"",""coordinates"":[-6.54069207797106,54.4096355556074]}"
"01.008.009500.5","01.008.009500.5","719","{""type"":""Point"",""coordinates"":[-6.53318351418279,54.3942935729444]}"
"01.008.009500.6","01.008.009500.6","720","{""type"":""Point"",""coordinates"":[-6.51324859984079,54.3837850431526]}"
"01.008.009500.7","01.008.009500.7","721","{""type"":""Point"",""coordinates"":[-6.53431708255656,54.3733833728919]}"
"01.008.009500.8","01.008.009500.8","722","{""type"":""Point"",""coordinates"":[-6.54830804822,54.357142498762]}"
"01.008.009500.9","01.008.009500.9","723","{""type"":""Point"",""coordinates"":[-6.53589090362451,54.3562583195518]}"
"01.008.009600.1","01.008.009600.1","724","{""type"":""Point"",""coordinates"":[-6.49601942621592,54.4518545793443]}"
"01.008.009600.2","01.008.009600.2","725","{""type"":""Point"",""coordinates"":[-6.48493375138988,54.4519439726519]}"
"01.008.009600.3","01.008.009600.3","726","{""type"":""Point"",""coordinates"":[-6.4733226373455,54.4529638247911]}"
"01.008.009600.4","01.008.009600.4","727","{""type"":""Point"",""coordinates"":[-6.47917257232967,54.4510638797709]}"
"01.008.009600.5","01.008.009600.5","728","{""type"":""Point"",""coordinates"":[-6.47337559438692,54.4427506511941]}"
"01.008.009600.6","01.008.009600.6","729","{""type"":""Point"",""coordinates"":[-6.4962571578739,54.4443227040229]}"
"01.008.009600.7","01.008.009600.7","730","{""type"":""Point"",""coordinates"":[-6.48474124921568,54.4443127759205]}"
"01.008.009600.8","01.008.009600.8","731","{""type"":""Point"",""coordinates"":[-6.49572287792272,54.4389589763069]}"
"01.008.009600.9","01.008.009600.9","732","{""type"":""Point"",""coordinates"":[-6.48217558269019,54.4385539914476]}"
"01.008.009700.1","01.008.009700.1","733","{""type"":""Point"",""coordinates"":[-6.41255746838513,54.4745504908748]}"
"01.008.009700.2","01.008.009700.2","734","{""type"":""Point"",""coordinates"":[-6.39507262822072,54.4577519515671]}"
"01.008.009700.3","01.008.009700.3","735","{""type"":""Point"",""coordinates"":[-6.42092405123454,54.4581240277508]}"
"01.008.009700.4","01.008.009700.4","736","{""type"":""Point"",""coordinates"":[-6.43735360355039,54.4549720761362]}"
"01.008.009700.5","01.008.009700.5","737","{""type"":""Point"",""coordinates"":[-6.45000864803104,54.4569782907459]}"
"01.008.009700.6","01.008.009700.6","738","{""type"":""Point"",""coordinates"":[-6.46595849816477,54.4542719367103]}"
"01.008.009700.7","01.008.009700.7","739","{""type"":""Point"",""coordinates"":[-6.46325173245607,54.4462447574522]}"
"01.008.009700.8","01.008.009700.8","740","{""type"":""Point"",""coordinates"":[-6.44223171679611,54.4462466152194]}"
"01.008.009800.1","01.008.009800.1","741","{""type"":""Point"",""coordinates"":[-6.37041523269692,54.4411218859402]}"
"01.008.009800.2","01.008.009800.2","742","{""type"":""Point"",""coordinates"":[-6.39386421789707,54.4496053899146]}"
"01.008.009800.3","01.008.009800.3","743","{""type"":""Point"",""coordinates"":[-6.38032739598795,54.4432995550387]}"
"01.008.009800.4","01.008.009800.4","744","{""type"":""Point"",""coordinates"":[-6.39669146738363,54.4417330692191]}"
"01.008.009800.5","01.008.009800.5","745","{""type"":""Point"",""coordinates"":[-6.38259719197605,54.4311062597114]}"
"01.008.009800.6","01.008.009800.6","746","{""type"":""Point"",""coordinates"":[-6.37002007535183,54.419112706794]}"
"01.008.009800.7","01.008.009800.7","747","{""type"":""Point"",""coordinates"":[-6.38457164101511,54.423180405342]}"
"01.008.009900.1","01.008.009900.1","748","{""type"":""Point"",""coordinates"":[-6.43378134317163,54.448060349385]}"
"01.008.009900.2","01.008.009900.2","749","{""type"":""Point"",""coordinates"":[-6.41942001746362,54.4474282534166]}"
"01.008.009900.3","01.008.009900.3","750","{""type"":""Point"",""coordinates"":[-6.40898379037134,54.4464532761203]}"
"01.008.009900.4","01.008.009900.4","751","{""type"":""Point"",""coordinates"":[-6.44453087777836,54.4462734104077]}"
"01.008.009900.5","01.008.009900.5","752","{""type"":""Point"",""coordinates"":[-6.44318555765958,54.4388678401743]}"
"01.008.009900.6","01.008.009900.6","753","{""type"":""Point"",""coordinates"":[-6.41407002777843,54.4386508845665]}"
"01.008.009900.7","01.008.009900.7","754","{""type"":""Point"",""coordinates"":[-6.40177932640992,54.4361843194834]}"
"01.008.009900.8","01.008.009900.8","755","{""type"":""Point"",""coordinates"":[-6.41409290717624,54.4316639725225]}"
"01.008.010100.1","01.008.010100.1","756","{""type"":""Point"",""coordinates"":[-6.46416142813834,54.4389515609738]}"
"01.008.010100.2","01.008.010100.2","757","{""type"":""Point"",""coordinates"":[-6.45682842337654,54.4296084572401]}"
"01.008.010100.3","01.008.010100.3","758","{""type"":""Point"",""coordinates"":[-6.44253677286015,54.4327025767334]}"
"01.008.010100.4","01.008.010100.4","759","{""type"":""Point"",""coordinates"":[-6.46768050323144,54.4286113054165]}"
"01.008.010100.5","01.008.010100.5","760","{""type"":""Point"",""coordinates"":[-6.42811393664299,54.4278220162958]}"
"01.008.010100.6","01.008.010100.6","761","{""type"":""Point"",""coordinates"":[-6.43570353285948,54.4237793408726]}"
"01.008.010200.1","01.008.010200.1","762","{""type"":""Point"",""coordinates"":[-6.41744887324265,54.426823207747]}"
"01.008.010200.2","01.008.010200.2","763","{""type"":""Point"",""coordinates"":[-6.39592555135664,54.4241961857758]}"
"01.008.010200.3","01.008.010200.3","764","{""type"":""Point"",""coordinates"":[-6.41371533659667,54.4213339071117]}"
"01.008.010200.4","01.008.010200.4","765","{""type"":""Point"",""coordinates"":[-6.41337944572267,54.4188259173518]}"
"01.008.010200.5","01.008.010200.5","766","{""type"":""Point"",""coordinates"":[-6.39429877622916,54.4109502156787]}"
"01.008.010200.6","01.008.010200.6","767","{""type"":""Point"",""coordinates"":[-6.41753974064953,54.416025182016]}"
"01.008.010200.7","01.008.010200.7","768","{""type"":""Point"",""coordinates"":[-6.40708867895789,54.413022827709]}"
"01.008.010200.8","01.008.010200.8","769","{""type"":""Point"",""coordinates"":[-6.39715437509378,54.403703143712]}"
"01.008.010300.1","01.008.010300.1","770","{""type"":""Point"",""coordinates"":[-6.46851395312438,54.4168131438831]}"
"01.008.010300.2","01.008.010300.2","771","{""type"":""Point"",""coordinates"":[-6.45700858391597,54.415265390661]}"
"01.008.010300.3","01.008.010300.3","772","{""type"":""Point"",""coordinates"":[-6.49151854325558,54.411270625352]}"
"01.008.010300.4","01.008.010300.4","773","{""type"":""Point"",""coordinates"":[-6.479354010584,54.4110532364255]}"
"01.008.010300.5","01.008.010300.5","774","{""type"":""Point"",""coordinates"":[-6.49124394277934,54.4009130449136]}"
"01.008.010300.6","01.008.010300.6","775","{""type"":""Point"",""coordinates"":[-6.47891733187758,54.404280732531]}"
"01.008.010300.7","01.008.010300.7","776","{""type"":""Point"",""coordinates"":[-6.48014839692477,54.3990841435736]}"
"01.008.010300.8","01.008.010300.8","777","{""type"":""Point"",""coordinates"":[-6.47688441338824,54.3900794104192]}"
"01.008.010300.9","01.008.010300.9","778","{""type"":""Point"",""coordinates"":[-6.49070117831,54.3897662480785]}"
"01.008.010400.1","01.008.010400.1","779","{""type"":""Point"",""coordinates"":[-6.45892097088864,54.4022441748094]}"
"01.008.010400.2","01.008.010400.2","780","{""type"":""Point"",""coordinates"":[-6.45213462616963,54.4007129036793]}"
"01.008.010400.3","01.008.010400.3","781","{""type"":""Point"",""coordinates"":[-6.46802794679732,54.4040637500042]}"
"01.008.010400.4","01.008.010400.4","782","{""type"":""Point"",""coordinates"":[-6.46044479561565,54.3953867657745]}"
"01.008.010400.5","01.008.010400.5","783","{""type"":""Point"",""coordinates"":[-6.45910660039205,54.3911794821477]}"
"01.008.010400.6","01.008.010400.6","784","{""type"":""Point"",""coordinates"":[-6.46567400185443,54.3901669066597]}"
"01.008.010400.7","01.008.010400.7","785","{""type"":""Point"",""coordinates"":[-6.45364936432751,54.383548797501]}"
"01.008.010400.8","01.008.010400.8","786","{""type"":""Point"",""coordinates"":[-6.46383332169097,54.3822600298968]}"
"01.008.010500.1","01.008.010500.1","787","{""type"":""Point"",""coordinates"":[-6.44284469625268,54.4196286622807]}"
"01.008.010500.2","01.008.010500.2","788","{""type"":""Point"",""coordinates"":[-6.43277602204737,54.4195519865041]}"
"01.008.010500.3","01.008.010500.3","789","{""type"":""Point"",""coordinates"":[-6.43149090791947,54.4143171137439]}"
"01.008.010500.4","01.008.010500.4","790","{""type"":""Point"",""coordinates"":[-6.44310681644451,54.4129757056248]}"
"01.008.010500.5","01.008.010500.5","791","{""type"":""Point"",""coordinates"":[-6.44144353623993,54.4026501467152]}"
"01.008.010500.6","01.008.010500.6","792","{""type"":""Point"",""coordinates"":[-6.43180194338582,54.4034260635583]}"
"01.008.010500.7","01.008.010500.7","793","{""type"":""Point"",""coordinates"":[-6.41973701044402,54.4020450412654]}"
"01.008.010500.8","01.008.010500.8","794","{""type"":""Point"",""coordinates"":[-6.43889189429349,54.3939671045506]}"
"01.008.010500.9","01.008.010500.9","795","{""type"":""Point"",""coordinates"":[-6.4187913565105,54.3947463835756]}"
"01.008.010600.1","01.008.010600.1","796","{""type"":""Point"",""coordinates"":[-6.40340950125995,54.3953843605231]}"
"01.008.010600.2","01.008.010600.2","797","{""type"":""Point"",""coordinates"":[-6.38712597453908,54.3860622673215]}"
"01.008.010600.3","01.008.010600.3","798","{""type"":""Point"",""coordinates"":[-6.39970861644307,54.3861845609109]}"
"01.008.010600.4","01.008.010600.4","799","{""type"":""Point"",""coordinates"":[-6.42940810826696,54.3807417524444]}"
"01.008.010600.5","01.008.010600.5","800","{""type"":""Point"",""coordinates"":[-6.43919485070134,54.3809470430816]}"
"01.008.010600.6","01.008.010600.6","801","{""type"":""Point"",""coordinates"":[-6.40299907357186,54.3750835614497]}"
"01.008.010600.7","01.008.010600.7","802","{""type"":""Point"",""coordinates"":[-6.42207436612981,54.3719959878183]}"
"01.008.010700.1","01.008.010700.1","803","{""type"":""Point"",""coordinates"":[-6.48882557546676,54.3781835895975]}"
"01.008.010700.2","01.008.010700.2","804","{""type"":""Point"",""coordinates"":[-6.47342443522043,54.3756483303333]}"
"01.008.010700.3","01.008.010700.3","805","{""type"":""Point"",""coordinates"":[-6.45384868918901,54.3766493621585]}"
"01.008.010700.4","01.008.010700.4","806","{""type"":""Point"",""coordinates"":[-6.46330787686127,54.3759494384702]}"
"01.008.010700.5","01.008.010700.5","807","{""type"":""Point"",""coordinates"":[-6.43917205931051,54.371058909676]}"
"01.008.010700.6","01.008.010700.6","808","{""type"":""Point"",""coordinates"":[-6.45264440136572,54.3618584662086]}"
"01.008.010700.7","01.008.010700.7","809","{""type"":""Point"",""coordinates"":[-6.46112098939453,54.3631727853248]}"
"01.008.010700.8","01.008.010700.8","810","{""type"":""Point"",""coordinates"":[-6.47437565430739,54.3605673537965]}"
"01.008.010700.9","01.008.010700.9","811","{""type"":""Point"",""coordinates"":[-6.43079306473156,54.3625113042791]}"
"01.008.010800.1","01.008.010800.1","812","{""type"":""Point"",""coordinates"":[-6.37976630461379,54.3551529194614]}"
"01.008.010800.2","01.008.010800.2","813","{""type"":""Point"",""coordinates"":[-6.30995921402268,54.3219745593005]}"
"01.008.010800.3","01.008.010800.3","814","{""type"":""Point"",""coordinates"":[-6.36712534396824,54.3061955698275]}"
"01.008.010900.1","01.008.010900.1","815","{""type"":""Point"",""coordinates"":[-6.52142121765374,54.3380982176974]}"
"01.008.010900.2","01.008.010900.2","816","{""type"":""Point"",""coordinates"":[-6.47071641322913,54.3406211593981]}"
"01.008.010900.3","01.008.010900.3","817","{""type"":""Point"",""coordinates"":[-6.4557992561835,54.345410644596]}"
"01.008.010900.4","01.008.010900.4","818","{""type"":""Point"",""coordinates"":[-6.43369407481852,54.3437180077728]}"
"01.008.010900.5","01.008.010900.5","819","{""type"":""Point"",""coordinates"":[-6.44024169414403,54.3094815167355]}"
"01.008.010900.6","01.008.010900.6","820","{""type"":""Point"",""coordinates"":[-6.46994261805616,54.3264391743513]}"
"01.008.010900.7","01.008.010900.7","821","{""type"":""Point"",""coordinates"":[-6.53348636300626,54.3392168087046]}"
"01.008.011000.1","01.008.011000.1","822","{""type"":""Point"",""coordinates"":[-6.75033094707478,54.3014727192575]}"
"01.008.011000.2","01.008.011000.2","823","{""type"":""Point"",""coordinates"":[-6.6690324306567,54.2858840842035]}"
"01.008.011000.3","01.008.011000.3","824","{""type"":""Point"",""coordinates"":[-6.58482394461082,54.3109999483945]}"
"01.008.011000.4","01.008.011000.4","825","{""type"":""Point"",""coordinates"":[-6.53588347144542,54.3016860948361]}"
"01.009.002700.1","01.009.002700.1","826","{""type"":""Point"",""coordinates"":[-6.31344420774204,54.6261339782223]}"
"01.009.002700.2","01.009.002700.2","827","{""type"":""Point"",""coordinates"":[-6.13070298959301,54.610554702578]}"
"01.009.002700.3","01.009.002700.3","828","{""type"":""Point"",""coordinates"":[-6.10743450950545,54.5287225290843]}"
"01.009.002700.4","01.009.002700.4","829","{""type"":""Point"",""coordinates"":[-6.25955814103548,54.5455646155737]}"
"01.009.002700.5","01.009.002700.5","830","{""type"":""Point"",""coordinates"":[-6.24830726787516,54.5111106458098]}"
"01.009.002800.1","01.009.002800.1","831","{""type"":""Point"",""coordinates"":[-6.0036075015737,54.5357854578706]}"
"01.009.002800.2","01.009.002800.2","832","{""type"":""Point"",""coordinates"":[-6.03629523175234,54.5503012207829]}"
"01.009.002800.3","01.009.002800.3","833","{""type"":""Point"",""coordinates"":[-5.98901493054005,54.5139388202713]}"
"01.009.002800.4","01.009.002800.4","834","{""type"":""Point"",""coordinates"":[-6.0430043435936,54.4893492013638]}"
"01.009.002800.5","01.009.002800.5","835","{""type"":""Point"",""coordinates"":[-6.0037280200576,54.5168407946748]}"
"01.009.002900.1","01.009.002900.1","836","{""type"":""Point"",""coordinates"":[-5.97037795672046,54.4841441322924]}"
"01.009.002900.2","01.009.002900.2","837","{""type"":""Point"",""coordinates"":[-5.9940150460804,54.5043739790418]}"
"01.009.002900.3","01.009.002900.3","838","{""type"":""Point"",""coordinates"":[-6.01927023700994,54.473379267343]}"
"01.009.003000.1","01.009.003000.1","839","{""type"":""Point"",""coordinates"":[-5.7990268050077,54.5181845359825]}"
"01.009.003100.1","01.009.003100.1","840","{""type"":""Point"",""coordinates"":[-6.22348499658597,54.4300170514986]}"
"01.009.003100.2","01.009.003100.2","841","{""type"":""Point"",""coordinates"":[-6.15552433469993,54.3188670774847]}"
"01.009.003100.3","01.009.003100.3","842","{""type"":""Point"",""coordinates"":[-6.13754611747662,54.2323884948509]}"
"01.009.003200.1","01.009.003200.1","843","{""type"":""Point"",""coordinates"":[-5.99538484220688,54.3708627942784]}"
"01.009.003200.2","01.009.003200.2","844","{""type"":""Point"",""coordinates"":[-5.93254987519866,54.3619628596954]}"
"01.009.003200.3","01.009.003200.3","845","{""type"":""Point"",""coordinates"":[-5.8795562291667,54.365098028568]}"
"01.009.003200.4","01.009.003200.4","846","{""type"":""Point"",""coordinates"":[-5.84897421724976,54.3669189180231]}"
"01.009.003200.5","01.009.003200.5","847","{""type"":""Point"",""coordinates"":[-5.85862425139804,54.3401622199165]}"
"01.009.003200.6","01.009.003200.6","848","{""type"":""Point"",""coordinates"":[-5.87947837947918,54.3432909199105]}"
"01.011.012600.1","01.011.012600.1","849","{""type"":""Point"",""coordinates"":[-6.50632998679937,54.2409779228389]}"
"01.011.012600.2","01.011.012600.2","850","{""type"":""Point"",""coordinates"":[-6.48875946118126,54.2363510853622]}"
"01.011.012600.3","01.011.012600.3","851","{""type"":""Point"",""coordinates"":[-6.51361097989695,54.1959535708188]}"
"01.011.012600.4","01.011.012600.4","852","{""type"":""Point"",""coordinates"":[-6.47407886679499,54.1995564267603]}"
"01.011.012700.1","01.011.012700.1","853","{""type"":""Point"",""coordinates"":[-6.4293209493292,54.2950296864735]}"
"01.011.012700.2","01.011.012700.2","854","{""type"":""Point"",""coordinates"":[-6.2953257970879,54.2808800076558]}"
"01.011.012700.3","01.011.012700.3","855","{""type"":""Point"",""coordinates"":[-6.35373032457915,54.280875543532]}"
"01.011.012800.1","01.011.012800.1","856","{""type"":""Point"",""coordinates"":[-6.27138924883873,54.2465074080912]}"
"01.011.012800.2","01.011.012800.2","857","{""type"":""Point"",""coordinates"":[-6.31278446075262,54.2551158912158]}"
"01.011.012800.3","01.011.012800.3","858","{""type"":""Point"",""coordinates"":[-6.30810356819451,54.2398485293138]}"
"01.011.012800.4","01.011.012800.4","859","{""type"":""Point"",""coordinates"":[-6.31166637450375,54.2335209451102]}"
"01.011.012800.5","01.011.012800.5","860","{""type"":""Point"",""coordinates"":[-6.22948874036249,54.2078871435191]}"
"01.011.012800.6","01.011.012800.6","861","{""type"":""Point"",""coordinates"":[-6.20958888480815,54.2001282088563]}"
"01.011.012800.7","01.011.012800.7","862","{""type"":""Point"",""coordinates"":[-6.21204368951045,54.1770799607699]}"
"01.011.012900.1","01.011.012900.1","863","{""type"":""Point"",""coordinates"":[-6.48886571977722,54.2581640148868]}"
"01.011.012900.2","01.011.012900.2","864","{""type"":""Point"",""coordinates"":[-6.43083632546633,54.2509847471943]}"
"01.011.012900.3","01.011.012900.3","865","{""type"":""Point"",""coordinates"":[-6.39365953174013,54.2562585262235]}"
"01.011.012900.4","01.011.012900.4","866","{""type"":""Point"",""coordinates"":[-6.41345370479961,54.2413988071149]}"
"01.011.012900.5","01.011.012900.5","867","{""type"":""Point"",""coordinates"":[-6.43081956525569,54.240536914156]}"
"01.011.012900.6","01.011.012900.6","868","{""type"":""Point"",""coordinates"":[-6.45382096406749,54.2379663594521]}"
"01.011.012900.7","01.011.012900.7","869","{""type"":""Point"",""coordinates"":[-6.44394044785848,54.2325125743487]}"
"01.011.012900.8","01.011.012900.8","870","{""type"":""Point"",""coordinates"":[-6.40656733094768,54.2301510016066]}"
"01.011.013000.1","01.011.013000.1","871","{""type"":""Point"",""coordinates"":[-6.38583695363046,54.246013997764]}"
"01.011.013000.2","01.011.013000.2","872","{""type"":""Point"",""coordinates"":[-6.35699733005503,54.2488997348949]}"
"01.011.013000.3","01.011.013000.3","873","{""type"":""Point"",""coordinates"":[-6.33983096836889,54.2482933404007]}"
"01.011.013000.4","01.011.013000.4","874","{""type"":""Point"",""coordinates"":[-6.34073846931466,54.2326383711777]}"
"01.011.013000.5","01.011.013000.5","875","{""type"":""Point"",""coordinates"":[-6.36003885696928,54.2317816191979]}"
"01.011.013000.6","01.011.013000.6","876","{""type"":""Point"",""coordinates"":[-6.38115066206731,54.2297183415024]}"
"01.011.013000.7","01.011.013000.7","877","{""type"":""Point"",""coordinates"":[-6.38910950062283,54.2218259529155]}"
"01.011.013000.8","01.011.013000.8","878","{""type"":""Point"",""coordinates"":[-6.3317396553983,54.2281018206902]}"
"01.011.013100.1","01.011.013100.1","879","{""type"":""Point"",""coordinates"":[-6.43209800231578,54.2272131626931]}"
"01.011.013100.2","01.011.013100.2","880","{""type"":""Point"",""coordinates"":[-6.40992519523064,54.2154315034689]}"
"01.011.013100.3","01.011.013100.3","881","{""type"":""Point"",""coordinates"":[-6.43240474358948,54.2223179046185]}"
"01.011.013100.4","01.011.013100.4","882","{""type"":""Point"",""coordinates"":[-6.4350396730411,54.2182163534033]}"
"01.011.013100.5","01.011.013100.5","883","{""type"":""Point"",""coordinates"":[-6.3877622265687,54.2134342877359]}"
"01.011.013100.6","01.011.013100.6","884","{""type"":""Point"",""coordinates"":[-6.42491740720773,54.2145093467076]}"
"01.011.013100.7","01.011.013100.7","885","{""type"":""Point"",""coordinates"":[-6.43917600155677,54.21200693727]}"
"01.011.013100.8","01.011.013100.8","886","{""type"":""Point"",""coordinates"":[-6.36292942917998,54.2123289771784]}"
"01.011.013100.9","01.011.013100.9","887","{""type"":""Point"",""coordinates"":[-6.36920840373412,54.2101381139885]}"
"01.011.013200.1","01.011.013200.1","888","{""type"":""Point"",""coordinates"":[-6.37326531219276,54.1881201422292]}"
"01.011.013200.2","01.011.013200.2","889","{""type"":""Point"",""coordinates"":[-6.3652645714744,54.207565849044]}"
"01.011.013200.3","01.011.013200.3","890","{""type"":""Point"",""coordinates"":[-6.35146786416798,54.2025474860149]}"
"01.011.013200.4","01.011.013200.4","891","{""type"":""Point"",""coordinates"":[-6.3340961897179,54.197097325985]}"
"01.011.013200.5","01.011.013200.5","892","{""type"":""Point"",""coordinates"":[-6.30813551087312,54.1946213585744]}"
"01.011.013200.6","01.011.013200.6","893","{""type"":""Point"",""coordinates"":[-6.30078075125947,54.1810651320173]}"
"01.011.013300.1","01.011.013300.1","894","{""type"":""Point"",""coordinates"":[-6.3092563355672,54.2211822004573]}"
"01.011.013300.2","01.011.013300.2","895","{""type"":""Point"",""coordinates"":[-6.34643145111411,54.2201312869946]}"
"01.011.013300.3","01.011.013300.3","896","{""type"":""Point"",""coordinates"":[-6.36514013469694,54.2198116590444]}"
"01.011.013300.4","01.011.013300.4","897","{""type"":""Point"",""coordinates"":[-6.33030211932609,54.2196494956342]}"
"01.011.013300.5","01.011.013300.5","898","{""type"":""Point"",""coordinates"":[-6.34287011771915,54.2100116078704]}"
"01.011.013300.6","01.011.013300.6","899","{""type"":""Point"",""coordinates"":[-6.32860623208104,54.2103660672929]}"
"01.011.013300.7","01.011.013300.7","900","{""type"":""Point"",""coordinates"":[-6.30599780333119,54.2123004374028]}"
"01.011.013300.8","01.011.013300.8","901","{""type"":""Point"",""coordinates"":[-6.30622427058197,54.2054385714793]}"
"01.011.013300.9","01.011.013300.9","902","{""type"":""Point"",""coordinates"":[-6.28878899603221,54.2035264445323]}"
"01.011.013400.1","01.011.013400.1","903","{""type"":""Point"",""coordinates"":[-6.27805039142265,54.2182418177852]}"
"01.011.013400.2","01.011.013400.2","904","{""type"":""Point"",""coordinates"":[-6.27222344417069,54.2065903763858]}"
"01.011.013400.3","01.011.013400.3","905","{""type"":""Point"",""coordinates"":[-6.25604000003632,54.2080603135383]}"
"01.011.013400.4","01.011.013400.4","906","{""type"":""Point"",""coordinates"":[-6.2601130191749,54.1997360269294]}"
"01.011.013400.5","01.011.013400.5","907","{""type"":""Point"",""coordinates"":[-6.27503836192657,54.1990369279154]}"
"01.011.013400.6","01.011.013400.6","908","{""type"":""Point"",""coordinates"":[-6.28645042458508,54.1951343279485]}"
"01.011.013400.7","01.011.013400.7","909","{""type"":""Point"",""coordinates"":[-6.26978303519127,54.1900762699516]}"
"01.011.013400.8","01.011.013400.8","910","{""type"":""Point"",""coordinates"":[-6.25429488978057,54.191584723448]}"
"01.011.013500.1","01.011.013500.1","911","{""type"":""Point"",""coordinates"":[-6.26392078979862,54.1728394473267]}"
"01.011.013500.2","01.011.013500.2","912","{""type"":""Point"",""coordinates"":[-6.24882949145544,54.1814052253567]}"
"01.011.013500.3","01.011.013500.3","913","{""type"":""Point"",""coordinates"":[-6.23051607040425,54.1786380611263]}"
"01.011.013500.4","01.011.013500.4","914","{""type"":""Point"",""coordinates"":[-6.24730132960449,54.1644403891978]}"
"01.011.013500.5","01.011.013500.5","915","{""type"":""Point"",""coordinates"":[-6.22487362458437,54.1657730847106]}"
"01.011.013500.6","01.011.013500.6","916","{""type"":""Point"",""coordinates"":[-6.22691857449944,54.158445837241]}"
"01.011.013500.7","01.011.013500.7","917","{""type"":""Point"",""coordinates"":[-6.25695552850535,54.1575618667923]}"
"01.011.013500.8","01.011.013500.8","918","{""type"":""Point"",""coordinates"":[-6.24212541541307,54.1569608137389]}"
"01.011.013600.1","01.011.013600.1","919","{""type"":""Point"",""coordinates"":[-6.25252448630199,54.150338589255]}"
"01.011.013600.2","01.011.013600.2","920","{""type"":""Point"",""coordinates"":[-6.25141679755253,54.1427077397346]}"
"01.011.013600.3","01.011.013600.3","921","{""type"":""Point"",""coordinates"":[-6.2380853998868,54.142935129157]}"
"01.011.013600.4","01.011.013600.4","922","{""type"":""Point"",""coordinates"":[-6.25030759724209,54.1354190946057]}"
"01.011.013600.5","01.011.013600.5","923","{""type"":""Point"",""coordinates"":[-6.23710980351322,54.1357115062573]}"
"01.011.013600.6","01.011.013600.6","924","{""type"":""Point"",""coordinates"":[-6.24987298914577,54.1277765515573]}"
"01.011.013600.7","01.011.013600.7","925","{""type"":""Point"",""coordinates"":[-6.23509964235251,54.1294427038631]}"
"01.011.013600.8","01.011.013600.8","926","{""type"":""Point"",""coordinates"":[-6.24993775492758,54.1218659115406]}"
"01.011.013600.9","01.011.013600.9","927","{""type"":""Point"",""coordinates"":[-6.23547628114635,54.1212620124491]}"
"01.011.013700.1","01.011.013700.1","928","{""type"":""Point"",""coordinates"":[-6.21288384504214,54.1517582334639]}"
"01.011.013700.2","01.011.013700.2","929","{""type"":""Point"",""coordinates"":[-6.23727377619116,54.1508673726235]}"
"01.011.013700.3","01.011.013700.3","930","{""type"":""Point"",""coordinates"":[-6.20199806927129,54.151975831311]}"
"01.011.013700.4","01.011.013700.4","931","{""type"":""Point"",""coordinates"":[-6.22333499012647,54.151359142246]}"
"01.011.013700.5","01.011.013700.5","932","{""type"":""Point"",""coordinates"":[-6.22872417757505,54.1432441506873]}"
"01.011.013700.6","01.011.013700.6","933","{""type"":""Point"",""coordinates"":[-6.22005536348782,54.1448700692387]}"
"01.011.013700.7","01.011.013700.7","934","{""type"":""Point"",""coordinates"":[-6.21157118883946,54.1445142362191]}"
"01.011.013700.8","01.011.013700.8","935","{""type"":""Point"",""coordinates"":[-6.20222946889749,54.1443695579778]}"
"01.011.013800.1","01.011.013800.1","936","{""type"":""Point"",""coordinates"":[-6.22655837816447,54.1361055627048]}"
"01.011.013800.2","01.011.013800.2","937","{""type"":""Point"",""coordinates"":[-6.21215395510564,54.1372380698379]}"
"01.011.013800.3","01.011.013800.3","938","{""type"":""Point"",""coordinates"":[-6.20008063645213,54.1365123065325]}"
"01.011.013800.4","01.011.013800.4","939","{""type"":""Point"",""coordinates"":[-6.22432014954737,54.12841944373]}"
"01.011.013800.5","01.011.013800.5","940","{""type"":""Point"",""coordinates"":[-6.20964137356166,54.1298443392932]}"
"01.011.013800.6","01.011.013800.6","941","{""type"":""Point"",""coordinates"":[-6.19862046453027,54.1303419203956]}"
"01.011.013800.7","01.011.013800.7","942","{""type"":""Point"",""coordinates"":[-6.22331868640106,54.1213551472635]}"
"01.011.013800.8","01.011.013800.8","943","{""type"":""Point"",""coordinates"":[-6.21351425516433,54.1208993088102]}"
"01.011.013800.9","01.011.013800.9","944","{""type"":""Point"",""coordinates"":[-6.22361646117374,54.114877174581]}"
"01.011.013900.1","01.011.013900.1","945","{""type"":""Point"",""coordinates"":[-6.20094461034188,54.1218585809515]}"
"01.011.013900.2","01.011.013900.2","946","{""type"":""Point"",""coordinates"":[-6.23806086590223,54.1137736239627]}"
"01.011.013900.3","01.011.013900.3","947","{""type"":""Point"",""coordinates"":[-6.20971950097128,54.1142190706124]}"
